"","school","stuid","grade","schid","dist","white","black","hisp","indian","asian","econ","female","ell","disab","sch_fay","dist_fay","luck","ability","measerr","teachq","year","attday","schoolscore","district","schoolhigh","schoolavg","schoollow","readSS","mathSS","proflvl","race"
"143318",956,16902,8,402,66,1,0,0,0,0,0,1,0,1,0,0,0,93.6176890353769,-12.0738678140566,110.102051717041,"2000",180,254.879200765513,5,0,0,1,559.453813150092,624.299152840792,"proficient","W"
"143795",957,101495,7,495,45,1,0,0,0,0,1,1,0,1,0,0,0,92.431033233322,-1.13073815786386,75.9059828780242,"2000",176,256.158166011442,14,0,1,0,532.236723083942,513.382056190499,"proficient","W"
"143997",958,22402,6,402,6,1,0,0,0,0,1,1,0,0,1,0,1,108.024128792889,-35.0712236989942,36.630295063186,"2000",164,256.177166769818,13,0,1,0,470.025726086554,475.372379318126,"proficient","W"
"144221",962,89705,7,205,75,1,0,0,0,0,1,0,0,0,1,1,1,88.1749195014586,4.44559575814929,55.6449338466995,"2000",180,256.654321119901,7,0,0,1,477.323680646932,498.72656456237,"basic","W"
"144296",962,105995,7,495,105,1,0,0,0,0,1,0,0,0,1,1,0,101.463653612487,-4.81090676670975,58.9084678429227,"2000",174,256.654321119901,7,0,0,1,415.889090438788,494.637714576346,"below basic","W"
"144300",962,81995,7,495,105,1,0,0,0,0,1,0,0,0,1,1,0,101.923168431238,-10.6871391184763,72.8485126178958,"2000",180,256.654321119901,7,0,0,1,471.198828007307,519.655655279398,"basic","W"
"144925",964,4902,8,402,66,0,0,1,0,0,1,1,1,0,0,0,0,99.8109551902996,30.3260562430571,14.3818110054067,"2000",167,262.854848812438,2,0,1,0,432.682404410083,472.058913889095,"below basic","H"
"145342",972,132402,8,402,6,0,1,0,0,0,1,1,0,0,1,1,0,101.327575929554,13.2187413745249,66.8685373957141,"2000",165,266.04046151323,23,1,0,0,514.6917899675,597.022951053479,"proficient","B"
"145406",972,30402,8,402,6,0,1,0,0,0,1,1,0,0,1,1,1,86.5094874287047,-14.5468135157344,30.1571262198908,"2000",153,266.04046151323,23,1,0,0,488.453647244481,489.535178260302,"basic","B"
"145635",974,105402,8,402,6,1,0,0,0,0,1,0,0,0,1,0,0,80.216491293912,-8.95657600754516,59.8405570029584,"2000",180,266.811601837954,21,1,0,0,507.35807589805,558.325401915129,"proficient","W"
"145889",976,119902,6,402,66,1,0,0,0,0,1,1,0,0,1,1,0,95.9940716958299,15.344276403158,41.3415462855846,"2000",157,271.479907842059,3,0,1,0,441.97303258291,464.962581063295,"basic","W"
"145982",976,91902,8,402,66,0,0,1,0,0,1,1,0,1,0,0,0,78.6114479191061,7.3345451779908,81.8401175219623,"2000",173,276.56215950538,3,0,1,0,545.196478991947,536.149243678802,"proficient","H"
"146098",976,6402,8,402,6,0,0,0,1,1,1,1,0,1,0,0,1,124.541786180424,-6.23058372946829,64.4268093232242,"2000",160,273.945770721603,3,0,1,0,513.878623121577,587.27823683186,"proficient","I"
"146270",976,145902,8,402,66,1,0,0,0,0,1,1,1,0,0,0,0,101.422312344944,-17.8365901358683,63.9460572593093,"2000",147,267.910877108794,3,0,1,0,532.681785218046,548.864862839933,"proficient","W"
"146472",977,123402,8,402,6,0,0,1,0,0,1,0,0,0,1,1,1,85.8140296300136,7.69091109060832,30.1326115411466,"2000",152,277.058314613839,18,0,0,1,435.923695751691,459.076877198784,"below basic","H"
"146665",977,75402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,0,98.3208788078571,52.3310969579002,39.4362446700965,"2000",180,279.908466670536,18,0,0,1,422.631872944634,581.282743330583,"below basic","W"
"146990",977,73902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,95.0167699266549,1.92902644357068,61.8973705205632,"2000",176,279.908466670536,18,0,0,1,490.131560078133,576.614906342927,"basic","W"
"147047",977,127902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,119.03436522482,9.48531674102163,60.094228100218,"2000",156,279.908466670536,18,0,0,1,516.340511983644,604.252074072852,"proficient","W"
"147412",977,56705,7,205,75,0,0,1,0,0,1,1,1,0,1,1,1,88.1238380179804,13.3217096859281,51.4586750356372,"2000",169,279.886311774254,18,0,0,1,461.397035309006,479.217977488409,"basic","H"
"147835",977,25902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,1,103.079800778246,-30.9100471291475,90.7486513154097,"2000",176,279.908466670536,18,0,0,1,518.197036632057,630.074742402935,"proficient","W"
"148006",977,60402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,0,99.8835046406684,-28.4861817038893,46.7914184475359,"2000",173,279.908466670536,18,0,0,1,467.233778827292,518.086302924648,"basic","W"
"148113",977,139902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,0,88.6785688728376,-8.24209869462045,61.0624115544467,"2000",180,279.908466670536,18,0,0,1,451.163919871291,558.282652665024,"basic","W"
"148201",977,28205,7,205,15,0,0,1,0,0,1,1,1,0,1,1,0,95.9308825208894,6.20709606328008,22.0766346750706,"2000",157,279.886311774254,18,0,0,1,372.032125896196,400.515746653263,"below basic","H"
"148322",977,21402,8,402,6,1,0,0,0,0,1,1,0,0,0,0,0,117.388743699027,4.86039714912525,42.1952117638455,"2000",168,279.908466670536,18,0,0,1,457.29238035043,558.903434301041,"basic","W"
"148395",977,43902,8,402,66,1,0,0,0,0,1,1,0,0,0,0,1,108.446943289437,-34.6989296959959,53.5594971227329,"2000",176,279.908466670536,18,0,0,1,487.68494649089,550.459633444005,"basic","W"
"148497",991,111402,8,402,6,1,0,0,0,0,1,1,0,1,0,0,0,79.0423679432546,-14.7781648525644,53.7773175552312,"2000",161,281.618187801736,8,0,1,0,477.839461253519,468.34513423218,"basic","W"
"148498",991,109902,8,402,66,1,0,0,0,0,1,1,0,1,0,0,0,104.17638256612,29.0153216163548,61.1051023230707,"2000",155,281.618187801736,8,0,1,0,503.260341353847,553.271050582792,"proficient","W"
"148744",991,12402,8,402,6,1,0,0,0,0,1,1,0,1,0,0,0,112.496121576019,-24.7238185618878,54.5557510099422,"2000",180,281.618187801736,8,0,1,0,512.879614137331,493.552752093769,"proficient","W"
"149168",994,46205,7,205,15,1,0,0,0,0,1,1,0,0,1,1,0,105.567648299256,-4.25714825952592,42.2998804758514,"2000",149,296.939929632353,17,0,0,1,451.716927953595,482.594054844591,"basic","W"
"149358",994,80705,7,205,75,1,0,0,0,0,1,1,0,0,1,1,0,117.495599788922,-8.70311129364479,73.9913565642606,"2000",180,296.939929632353,17,0,0,1,506.253367505523,559.266584601616,"proficient","W"
"149512",996,120402,8,402,6,1,0,0,0,0,1,1,0,0,1,0,0,112.526102679917,12.9471769465779,73.0881058073758,"2000",180,307.097210350407,12,0,0,1,518.737053714159,648.121910670703,"proficient","W"
"149578",996,19902,8,402,66,1,0,0,0,0,1,1,0,0,1,0,0,104.923126748949,32.9419369883081,66.3099821159236,"2000",162,307.097210350407,12,0,0,1,516.188376754991,645.715329255301,"proficient","W"
"149690",996,58902,8,402,66,1,0,0,0,0,1,1,0,0,1,0,1,97.4486514876127,-5.55763610655705,77.7866519559257,"2000",180,307.097210350407,12,0,0,1,536.44177134239,640.043971162458,"proficient","W"
"149999",1000,93402,8,402,6,0,0,1,0,0,1,1,0,0,1,1,0,101.434259443936,-13.9596784156332,47.1535877067024,"2000",154,317.343923126291,5,0,1,0,509.199864549407,499.265409608716,"proficient","H"
"441000",1,149995,4,495,105,0,1,0,0,0,0,0,0,0,0,0,0,87.8540493076978,-4.78835162618751,39.0902471213577,"2001",180,29.2242722609726,3,0,1,0,411.591949579301,419.681689847511,"proficient","B"
"531000",1,13495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,1,97.7875614875502,40.6459370152352,0.0984819168655733,"2001",180,55.9632592971956,3,0,1,0,338.884037996789,390.17932591505,"below basic","B"
"1161000",1,106495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,0,104.493033823157,-3.77407436120682,39.5388526976972,"2001",160,55.9632592971956,3,0,1,0,391.773099235978,402.494325282258,"basic","B"
"244100",1,45205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,1,111.671512686787,-24.2243402936573,24.1161227728637,"2001",168,55.9632592971956,3,0,1,0,380.808053098819,382.936320893571,"basic","B"
"274100",1,142705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,81.9253913501755,-4.49503686803479,56.6806130368238,"2001",156,55.9632592971956,3,0,1,0,467.469769458004,410.426002553598,"proficient","B"
"276100",1,14995,4,495,105,0,1,0,0,0,1,0,0,0,0,0,0,101.929039745147,-7.36327548152353,71.6219665496305,"2001",157,55.9632592971956,3,0,1,0,489.714995103309,454.774094384968,"proficient","B"
"478100",1,120205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,1,87.2725417436386,-4.9974110639732,66.8825368445878,"2001",169,55.9632592971956,3,0,1,0,472.02317484635,455.654734522732,"proficient","B"
"574100",1,103495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,0,96.6396211986391,-1.24755019604583,75.2072066727325,"2001",180,55.9632592971956,3,0,1,0,460.296902255826,462.13019773566,"proficient","B"
"613100",1,55705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,98.3944703573539,19.8097865245514,4.94876465988712,"2001",170,55.9632592971956,3,0,1,0,310.307587000758,356.980707172658,"below basic","B"
"620100",1,28495,4,495,45,0,1,0,0,0,0,0,0,0,0,0,0,104.593311366228,-33.8315698865757,59.2378631669995,"2001",152,29.2242722609726,3,0,1,0,456.239232215633,444.072579868474,"proficient","B"
"717100",1,37705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,93.6639726251338,13.0967956732839,94.0926764748018,"2001",162,55.9632592971956,3,0,1,0,501.629192042448,507.894994731954,"proficient","B"
"772100",1,52705,4,205,75,0,1,0,0,0,0,0,0,0,0,0,1,100.139249857789,-5.04163242530942,58.678755865606,"2001",180,29.2242722609726,3,0,1,0,447.461488206684,489.193349309067,"proficient","B"
"1004100",1,41995,4,495,105,0,1,0,0,0,1,0,0,0,0,0,0,108.052863873878,-2.78617757511251,42.9638426085473,"2001",152,55.9632592971956,3,0,1,0,414.881342431251,413.279985073952,"proficient","B"
"1056100",1,10705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,96.6349330180158,35.8486611028925,17.8653402658164,"2001",165,55.9632592971956,3,0,1,0,339.428215563501,394.784999151284,"below basic","B"
"1169100",1,84205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,0,121.632057486877,17.945440581125,16.8199626232789,"2001",180,55.9632592971956,3,0,1,0,343.00081863521,399.974957155056,"below basic","B"
"1448100",1,5995,4,495,105,0,1,0,0,0,1,0,0,0,0,0,1,97.6543894670312,15.7152858866437,41.6846331447935,"2001",180,55.9632592971956,3,0,1,0,366.802372424004,440.856345794259,"basic","B"
"155510",1,116995,4,495,105,0,1,0,0,0,0,0,0,0,0,0,0,83.8448783077156,-14.0944965193565,76.9012292114572,"2001",170,29.2242722609726,3,0,1,0,495.031941815076,475.231502721304,"proficient","B"
"186310",1,130705,4,205,75,0,1,0,0,0,0,0,0,0,0,0,1,110.536962812009,18.7463375764856,44.4435927699406,"2001",157,29.2242722609726,3,0,1,0,483.866768646464,497.452534580746,"proficient","B"
"187110",1,91705,4,205,75,0,1,0,0,0,0,0,0,1,0,0,0,107.35391910134,-8.08820479168879,84.3659489831151,"2001",170,30.9339933921723,3,0,1,0,452.580665590406,530.573918901993,"proficient","B"
"187610",1,57205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,0,117.872194604153,15.3169778897986,59.274163089555,"2001",180,55.9632592971956,3,0,1,0,444.951487684607,470.908452390661,"proficient","B"
"203610",1,97705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,108.652885725997,-10.6260405143204,39.7252661778832,"2001",156,55.9632592971956,3,0,1,0,429.120325825322,400.14172583978,"proficient","B"
"212910",1,63902,5,402,66,0,1,0,0,0,0,0,0,0,0,0,0,105.99094448403,9.47782542481048,76.640318377272,"2001",147,54.6842940512668,3,0,1,0,501.17924171658,548.168694211064,"proficient","B"
"227410",1,22495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,1,122.223028057897,27.768437482441,20.370435102746,"2001",170,55.9632592971956,3,0,1,0,360.353592493764,438.658594366475,"basic","B"
"267710",1,97495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,0,94.8236341257906,-5.72070857385245,42.9035081776524,"2001",135,55.9632592971956,3,0,1,0,409.261288137857,397.006337248743,"basic","B"
"271410",1,89995,4,495,105,0,1,0,0,0,1,0,0,0,0,0,0,107.871135219922,-11.5132621512144,76.3372997878901,"2001",159,55.9632592971956,3,0,1,0,514.797017024029,465.154238006445,"advanced","B"
"298110",1,113995,4,495,105,0,1,0,0,0,0,0,0,0,0,0,0,87.1119124883117,12.4787376817801,91.8867786363427,"2001",180,29.2242722609726,3,0,1,0,552.258634087916,532.364947152498,"advanced","B"
"323810",1,116402,5,402,6,0,1,0,0,0,0,0,0,0,0,0,1,105.342674962955,-5.08261251711515,91.5285232808534,"2001",163,54.6842940512668,3,0,1,0,598.051037481799,581.879064678959,"advanced","B"
"324710",1,92995,4,495,105,0,1,0,0,0,1,0,0,0,0,0,0,100.434700599589,15.585455402296,57.4909344169721,"2001",180,55.9632592971956,3,0,1,0,440.918517285159,450.491642126253,"proficient","B"
"350110",1,142495,4,495,45,0,1,0,0,0,0,0,0,0,0,0,0,104.866132718716,-21.4259304868239,94.0811055514365,"2001",155,29.2242722609726,3,0,1,0,547.941773111506,520.21102607532,"advanced","B"
"357610",1,118495,4,495,45,0,1,0,0,0,1,0,0,0,0,0,0,74.1062414095655,-0.996872811037935,55.933778176836,"2001",180,55.9632592971956,3,0,1,0,413.501656474105,404.744806594559,"proficient","B"
"377410",1,105205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,0,81.4671979936768,11.1418212507316,44.0451084851305,"2001",168,55.9632592971956,3,0,1,0,406.429006685214,402.591627191327,"basic","B"
"384010",1,100705,4,205,75,0,1,0,0,0,1,0,0,0,0,0,0,103.837073734537,-4.37717817862456,23.318213677981,"2001",173,55.9632592971956,3,0,1,0,365.529387068823,371.692617069519,"basic","B"
"387310",1,93205,4,205,15,0,1,0,0,0,1,0,0,0,0,0,0,94.2284871696085,-2.53529460052153,12.5895818899384,"2001",156,55.9632592971956,3,0,1,0,310.181595656842,344.385860671329,"below basic","B"
"390710",9,104402,5,402,6,0,1,0,0,0,0,0,0,1,0,0,1,95.6900402670346,2.54246810218247,104.699339889175,"2001",160,56.3940151824665,17,0,1,0,561.464959202773,616.071106481522,"advanced","B"
"401310",10,138205,4,205,15,0,1,0,0,0,1,0,0,1,0,0,0,89.7763954336647,-0.904991944093996,24.7771875718632,"2001",152,57.6729804283953,5,0,1,0,294.687889077464,375.992945746552,"below basic","B"
"410310",10,147205,4,205,15,0,1,0,0,0,1,0,0,1,0,0,0,82.0311302615714,-7.30275096405675,28.6045749886377,"2001",173,57.6729804283953,5,0,1,0,273.66705969526,368.820740949483,"below basic","B"
"426910",10,146995,4,495,105,0,1,0,0,0,1,0,0,1,0,0,0,107.776571827115,12.8831249081166,68.2503806214141,"2001",180,57.6729804283953,5,0,1,0,427.315888151137,486.958950645765,"proficient","B"
"445210",10,114205,4,205,15,0,1,0,0,0,1,0,0,1,0,0,0,109.814231680055,1.0176272705804,44.7208717387975,"2001",180,57.6729804283953,5,0,1,0,324.814122499827,434.276826369398,"below basic","B"
"447810",10,54205,4,205,15,0,1,0,0,0,1,0,0,1,0,0,0,87.271527395374,6.31914633253703,35.6058534360493,"2001",180,57.6729804283953,5,0,1,0,309.528301529639,400.434461424972,"below basic","B"
"462310",10,26995,4,495,105,0,1,0,0,0,1,0,0,1,0,0,1,100.575279390033,15.3998602814425,30.0124018785794,"2001",174,57.6729804283953,5,0,1,0,334.045646672342,434.434771382111,"below basic","B"
"467610",10,34495,4,495,45,0,1,0,0,0,1,0,0,1,0,0,0,100.460643714516,5.93408821562274,47.9266683389672,"2001",152,57.6729804283953,5,0,1,0,335.039463700758,435.678415601901,"below basic","B"
"471710",10,112495,4,495,45,0,1,0,0,0,1,0,0,1,0,0,0,98.7571452923242,56.4845995909823,37.4218749532373,"2001",180,57.6729804283953,5,0,1,0,297.240034162521,465.393051949388,"below basic","B"
"481410",10,15205,4,205,15,0,1,0,0,0,1,0,0,1,0,0,0,111.409302231526,-15.0959869525692,32.8878872208954,"2001",157,57.6729804283953,5,0,1,0,364.793207678846,398.206872036637,"basic","B"
"491310",19,28705,4,205,75,0,0,1,0,0,0,0,1,0,0,0,0,105.757124885231,-53.8204778981162,86.1418929236642,"2001",171,68.5301443122911,15,0,1,0,459.486794651135,445.968176324727,"proficient","H"
"492310",19,77995,4,495,105,0,0,1,0,0,0,0,1,0,0,0,0,105.776750723751,25.3213432577546,79.7727672930791,"2001",149,68.5301443122911,15,0,1,0,465.718431220042,513.529536983409,"proficient","H"
"548210",22,124495,4,495,45,0,1,0,0,0,0,1,0,0,0,0,0,84.059859771491,-3.6407561001644,80.6038866693795,"2001",155,69.509880773425,4,0,1,0,522.749903694579,518.01051034248,"advanced","B"
"558410",22,85495,4,495,45,0,1,0,0,0,0,1,0,0,0,0,1,101.833324546331,9.58324787277442,53.9045133365616,"2001",180,69.509880773425,4,0,1,0,519.867111495762,522.183614982792,"advanced","B"
"559210",22,31495,4,495,45,0,1,0,0,0,0,1,0,0,0,0,0,88.3853162557608,-7.03069104963282,70.598056263919,"2001",161,69.509880773425,4,0,1,0,479.07400367792,500.722416377152,"proficient","B"
"617310",25,8995,4,495,105,0,0,0,1,1,0,0,0,0,0,0,1,100.805527782867,2.93474344019929,66.3584233811226,"2001",162,77.9113450902567,6,0,0,1,547.062391341936,465.908558965445,"advanced","I"
"621010",25,13995,6,495,105,0,1,0,0,0,0,0,0,0,0,0,0,114.391147974334,14.7637150045222,67.706770992957,"2001",164,80.1443158415611,6,0,0,1,559.050074369319,546.956597905409,"advanced","B"
"650810",26,132902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,95.7611284363713,-21.1179177894048,45.6189858309856,"2001",180,81.4232810874899,1,0,1,0,400.313940018197,415.186321048828,"basic","B"
"654410",26,101402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,0,102.830506838401,14.5094886504479,27.5755269653975,"2001",153,81.4232810874899,1,0,1,0,375.667391229034,425.020560421278,"basic","B"
"664710",26,105902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,96.9946331582473,-20.6886540200745,45.2935826649628,"2001",171,81.4232810874899,1,0,1,0,453.676116189421,416.256432864893,"proficient","B"
"711310",26,42902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,109.776895262619,-13.0935275092625,18.0718570428904,"2001",168,81.4232810874899,1,0,1,0,405.826320391478,387.054901901755,"basic","B"
"725010",26,15902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,1,89.4071894773096,-1.2438746958157,23.5567732805753,"2001",167,81.4232810874899,1,0,1,0,414.342870622121,410.327720425138,"basic","B"
"728110",26,122402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,0,95.4906529983743,-2.51109607175203,-11.2862675898356,"2001",180,81.4232810874899,1,0,1,0,298.033666528341,329.881148708249,"below basic","B"
"743010",26,32402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,0,105.842966112588,1.71037700093785,48.538345433853,"2001",180,81.4232810874899,1,0,1,0,472.01734300695,453.413482163028,"proficient","B"
"760510",26,81902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,1,102.461825263826,-5.14985843651808,27.5124310113971,"2001",180,81.4232810874899,1,0,1,0,427.214537463197,426.680810545104,"basic","B"
"794010",26,93902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,82.6386709567639,13.9171140116744,27.9893792636221,"2001",160,81.4232810874899,1,0,1,0,379.263695994582,404.990098950279,"basic","B"
"826710",26,14402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,0,102.870888440905,-2.62849897721351,25.9377313635003,"2001",175,81.4232810874899,1,0,1,0,419.287833758542,404.940037825749,"basic","B"
"847210",26,95402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,0,107.080312040832,-0.105660034285555,24.1075685432647,"2001",156,81.4232810874899,1,0,1,0,395.95792019214,408.339025449173,"basic","B"
"853810",26,114902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,103.369500427134,-5.04495583099388,21.1416291395734,"2001",175,81.4232810874899,1,0,1,0,382.798719867389,394.287053615794,"basic","B"
"921910",26,11402,5,402,6,0,1,0,0,0,1,0,0,0,0,0,1,111.977505294413,-29.9532767882537,56.7894637340416,"2001",162,81.4232810874899,1,0,1,0,482.974215533241,464.715321922591,"proficient","B"
"926510",26,30902,5,402,66,0,1,0,0,0,1,0,0,0,0,0,0,110.97031052318,-13.0550054876467,31.1402656045167,"2001",163,81.4232810874899,1,0,1,0,463.518076104318,412.088327233909,"proficient","B"
"942410",42,2205,6,205,15,0,1,0,0,0,0,0,0,1,0,0,1,122.266776278755,14.0259451476791,63.5703229840647,"2001",163,81.8540369727607,22,0,1,0,536.318144180824,606.917055278908,"proficient","B"
"949810",45,146402,5,402,6,0,1,0,0,0,1,0,0,1,0,0,0,110.805009348773,-42.4712357815013,52.9167124361012,"2001",156,83.1330022186895,4,0,0,1,380.806773308835,408.07830027314,"basic","B"
"961410",45,21902,5,402,66,0,1,0,0,0,1,0,0,1,0,0,0,96.5371814596315,0.852163494020895,28.146932660312,"2001",161,83.1330022186895,4,0,0,1,282.440745074537,392.020680213609,"below basic","B"
"973010",45,108902,5,402,66,0,1,0,0,0,1,0,0,1,0,0,1,80.2408643634919,13.8092047462718,37.1479090963584,"2001",180,83.1330022186895,4,0,0,1,365.217437115812,426.878075103386,"below basic","B"
"1043410",51,110995,4,495,105,0,1,0,0,0,1,0,0,0,1,0,1,94.504391657273,17.0456641391169,42.4016184813702,"2001",178,83.1520029770658,24,0,1,0,412.449804860863,407.272397387942,"proficient","B"
"1048810",51,141205,4,205,15,0,1,0,0,0,1,0,0,0,1,0,0,103.775046794935,-12.3925445639235,77.7940584877319,"2001",142,83.1520029770658,24,0,1,0,483.650500061456,429.761887293573,"proficient","B"
"1060310",51,47995,4,495,105,0,1,0,0,0,1,0,0,0,1,0,1,92.7366836668954,-15.5912836630277,55.858106046652,"2001",180,83.1520029770658,24,0,1,0,463.081081208429,397.376037802213,"proficient","B"
"1083410",54,131995,4,495,105,0,1,0,0,0,1,0,0,1,1,0,0,106.250999642082,-3.64650301920872,40.2753246039873,"2001",167,84.8617241082654,21,0,1,0,346.550506727642,384.88261656565,"below basic","B"
"1085810",54,61495,4,495,45,0,1,0,0,0,1,0,0,1,1,0,0,117.652322224293,16.1020630212402,55.9647805665181,"2001",163,84.8617241082654,21,0,1,0,417.860686072884,444.607705974376,"proficient","B"
"1086610",54,31705,4,205,75,0,1,0,0,0,1,1,1,0,0,0,0,90.6937471709169,-33.7820733679505,37.761510291268,"2001",154,84.2512782479056,21,0,1,0,356.608382124239,333.328930264622,"basic","B"
